Sample in Buffer,Sample in Window,TRIGGER,design_receiver_i/receiver_sync_in_1,design_receiver_i/receiver_ad_1[7:0],design_receiver_i/ReceiverWrapper_0_receiver_sync_out,design_receiver_i/ReceiverWrapper_0_receiver_da[7:0],design_receiver_i/ReceiverWrapper_0_receiver_ad_clk,design_receiver_i/ReceiverWrapper_0_receiver_da_clk
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,HEX,BINARY,HEX,HEX
5079,5079,0,1,125,0,00010011,0,0
5080,5080,0,1,117,0,00010011,0,0
5081,5081,0,1,134,0,00010011,0,0
5082,5082,0,1,125,0,00010011,0,0
5083,5083,0,1,117,0,00010011,0,0
5084,5084,0,1,134,0,00010011,0,0
5085,5085,0,1,125,0,00010011,0,0
5086,5086,0,1,117,1,00010011,0,1
5087,5087,0,1,134,1,00010011,0,1
5088,5088,0,1,125,1,00010011,0,1
5089,5089,0,1,117,1,00010011,0,1
5090,5090,0,1,134,1,00010011,0,1
5091,5091,0,1,125,1,00010011,0,1
5092,5092,0,1,118,1,00010011,0,1
5093,5093,0,1,134,1,00010011,0,1
5094,5094,0,1,125,1,00010011,0,1
5095,5095,0,1,117,1,00010011,0,1
5096,5096,0,1,134,1,00010011,0,1
5097,5097,0,1,125,1,00010011,0,1
5098,5098,0,1,117,1,00010011,0,1
5099,5099,0,1,134,1,00010011,0,1
5100,5100,0,1,125,1,00010011,0,1
5101,5101,0,1,117,1,00010011,0,1
5102,5102,0,1,134,1,00010011,0,1
5103,5103,0,1,125,1,00010011,0,1
5104,5104,0,1,117,1,00010011,0,1
5105,5105,0,1,134,1,00010011,0,1
5106,5106,0,1,125,1,00010011,0,1
5107,5107,0,1,117,1,00010011,0,1
5108,5108,0,1,134,0,00010011,0,0
5109,5109,0,1,125,0,00010011,0,0
5110,5110,0,1,117,0,00010011,0,0
5111,5111,0,1,134,0,00010011,0,0
5112,5112,0,1,125,0,00010011,0,0
5113,5113,0,1,117,0,00010011,0,0
5114,5114,0,1,134,0,00010011,0,0
5115,5115,0,1,125,0,00010011,0,0
5116,5116,0,1,117,0,00010011,0,0
5117,5117,0,1,134,0,00010011,0,0
5118,5118,0,1,125,0,00010011,0,0
5119,5119,0,1,117,0,00010011,0,0
5120,5120,0,1,134,0,00010011,0,0
5121,5121,0,1,126,0,00010011,0,0
5122,5122,0,1,118,0,00010011,0,0
5123,5123,0,1,134,0,00010011,0,0
5124,5124,0,1,125,0,00010011,0,0
5125,5125,0,1,117,0,00010011,0,0
5126,5126,0,1,134,0,00010011,0,0
5127,5127,0,1,125,0,00010011,0,0
5128,5128,0,1,117,0,00010011,0,0
5129,5129,0,1,134,0,00010011,0,0
5130,5130,0,1,125,0,00010011,0,0
5131,5131,0,1,117,1,00010011,0,1
5132,5132,0,1,134,1,00010011,0,1
5133,5133,0,1,125,1,00010011,0,1
5134,5134,0,1,117,1,00010011,0,1
5135,5135,0,1,134,1,00010011,0,1
5136,5136,0,1,126,1,00010011,0,1
5137,5137,0,1,117,1,00010011,0,1
5138,5138,0,1,134,1,00010011,0,1
5139,5139,0,1,125,1,00010011,0,1
5140,5140,0,1,117,1,00010011,0,1
5141,5141,0,1,134,1,00010011,0,1
5142,5142,0,1,125,1,00010011,0,1
5143,5143,0,1,117,1,00010011,0,1
5144,5144,0,1,134,1,00010011,0,1
5145,5145,0,1,125,1,00010011,0,1
5146,5146,0,1,117,1,00010011,0,1
5147,5147,0,1,134,1,00010011,0,1
5148,5148,0,1,125,1,00010011,0,1
5149,5149,0,1,117,1,00010011,0,1
5150,5150,0,1,134,1,00010011,0,1
5151,5151,0,1,125,1,00010011,0,1
5152,5152,0,1,117,1,00010011,0,1
5153,5153,0,1,134,0,00010011,0,0
5154,5154,0,1,125,0,00010011,0,0
5155,5155,0,1,117,0,00010011,0,0
5156,5156,0,1,134,0,00010011,0,0
5157,5157,0,1,125,0,00010011,0,0
5158,5158,0,1,117,0,00010011,0,0
5159,5159,0,1,134,0,00010011,0,0
5160,5160,0,1,125,0,00010011,0,0
5161,5161,0,1,117,0,00010011,0,0
5162,5162,0,1,134,0,00010011,0,0
5163,5163,0,1,125,0,00010011,0,0
5164,5164,0,1,117,0,00010011,0,0
5165,5165,0,1,134,0,00010011,0,0
5166,5166,0,1,125,0,00010011,0,0
5167,5167,0,1,117,0,00010011,0,0
5168,5168,0,1,134,0,00010011,0,0
5169,5169,0,1,125,0,00010011,0,0
5170,5170,0,1,117,0,00010011,0,0
5171,5171,0,1,134,0,00010011,0,0
5172,5172,0,1,125,0,00010011,0,0
5173,5173,0,1,117,0,00010011,0,0
5174,5174,0,1,134,0,00010011,0,0
5175,5175,0,1,125,0,00010011,0,0
5176,5176,0,1,117,1,11111111,0,1
5177,5177,0,1,134,1,11111111,0,1
5178,5178,0,1,125,1,11111111,0,1
5179,5179,0,1,117,1,11111111,0,1
5180,5180,0,1,134,1,11111111,0,1
5181,5181,0,1,125,1,11111111,0,1
5182,5182,0,1,117,1,11111111,0,1
5183,5183,0,1,128,1,11111111,0,1
5184,5184,0,1,117,1,11111111,0,1
5185,5185,0,1,119,1,11111111,0,1
5186,5186,0,1,133,1,11111111,0,1
5187,5187,0,1,126,1,11111111,0,1
5188,5188,0,1,117,1,11111111,0,1
5189,5189,0,1,134,1,11111111,0,1
5190,5190,0,1,125,1,11111111,0,1
5191,5191,0,1,117,1,11111111,0,1
5192,5192,0,1,134,1,11111111,0,1
5193,5193,0,1,125,1,11111111,0,1
5194,5194,0,1,117,1,11111111,0,1
5195,5195,0,1,134,1,11111111,0,1
5196,5196,0,1,125,1,11111111,0,1
5197,5197,0,1,117,1,11111111,0,1
5198,5198,0,1,134,0,11111111,0,0
5199,5199,0,1,125,0,11111111,0,0
5200,5200,0,1,117,0,11111111,0,0
5201,5201,0,1,134,0,11111111,0,0
5202,5202,0,1,125,0,11111111,0,0
5203,5203,0,1,118,0,11111111,0,0
5204,5204,0,1,134,0,11111111,0,0
5205,5205,0,1,125,0,11111111,0,0
5206,5206,0,1,117,0,11111111,0,0
5207,5207,0,1,134,0,11111111,0,0
5208,5208,0,1,125,0,11111111,0,0
5209,5209,0,1,118,0,11111111,0,0
5210,5210,0,1,134,0,11111111,0,0
5211,5211,0,1,125,0,11111111,0,0
5212,5212,0,1,118,0,11111111,0,0
5213,5213,0,1,134,0,11111111,0,0
5214,5214,0,1,125,0,11111111,0,0
5215,5215,0,1,118,0,11111111,0,0
5216,5216,0,1,134,0,11111111,0,0
5217,5217,0,1,125,0,11111111,0,0
5218,5218,0,1,117,0,11111111,0,0
5219,5219,0,1,134,0,11111111,0,0
5220,5220,0,1,125,0,11111111,0,0
5221,5221,0,1,118,1,11111111,0,1
5222,5222,0,1,134,1,11111111,0,1
5223,5223,0,1,125,1,11111111,0,1
5224,5224,0,1,117,1,11111111,0,1
5225,5225,0,1,134,1,11111111,0,1
5226,5226,0,1,125,1,11111111,0,1
5227,5227,0,1,117,1,11111111,0,1
5228,5228,0,1,129,1,11111111,0,1
5229,5229,0,1,124,1,11111111,0,1
5230,5230,0,1,137,1,11111111,0,1
5231,5231,0,1,115,1,11111111,0,1
5232,5232,0,1,127,1,11111111,0,1
5233,5233,0,1,133,1,11111111,0,1
5234,5234,0,1,117,1,11111111,0,1
5235,5235,0,1,126,1,11111111,0,1
5236,5236,0,1,134,1,11111111,0,1
5237,5237,0,1,117,1,11111111,0,1
5238,5238,0,1,126,1,11111111,0,1
5239,5239,0,1,134,1,11111111,0,1
5240,5240,0,1,117,1,11111111,0,1
5241,5241,0,1,126,1,11111111,0,1
5242,5242,0,1,134,1,11111111,0,1
5243,5243,0,1,117,0,11111111,0,0
5244,5244,0,1,126,0,11111111,0,0
5245,5245,0,1,134,0,11111111,0,0
5246,5246,0,1,117,0,11111111,0,0
5247,5247,0,1,126,0,11111111,0,0
5248,5248,0,1,134,0,11111111,0,0
5249,5249,0,1,117,0,11111111,0,0
5250,5250,0,1,126,0,11111111,0,0
5251,5251,0,1,134,0,11111111,0,0
5252,5252,0,1,117,0,11111111,0,0
5253,5253,0,1,126,0,11111111,0,0
5254,5254,0,1,134,0,11111111,0,0
5255,5255,0,1,117,0,11111111,0,0
5256,5256,0,1,126,0,11111111,0,0
5257,5257,0,1,134,0,11111111,0,0
5258,5258,0,1,117,0,11111111,0,0
5259,5259,0,1,126,0,11111111,0,0
5260,5260,0,1,134,0,11111111,0,0
5261,5261,0,1,117,0,11111111,0,0
5262,5262,0,1,126,0,11111111,0,0
5263,5263,0,1,134,0,11111111,0,0
5264,5264,0,1,117,0,11111111,0,0
5265,5265,0,1,126,0,11111111,0,0
5266,5266,0,1,134,1,11111111,0,1
5267,5267,0,1,117,1,11111111,0,1
5268,5268,0,1,126,1,11111111,0,1
5269,5269,0,1,134,1,11111111,0,1
5270,5270,0,1,117,1,11111111,0,1
5271,5271,0,1,126,1,11111111,0,1
5272,5272,0,1,134,1,11111111,0,1
5273,5273,0,1,117,1,11111111,0,1
5274,5274,0,1,126,1,11111111,0,1
5275,5275,0,1,134,1,11111111,0,1
5276,5276,0,1,117,1,11111111,0,1
5277,5277,0,1,126,1,11111111,0,1
5278,5278,0,1,134,1,11111111,0,1
5279,5279,0,1,117,1,11111111,0,1
5280,5280,0,1,126,1,11111111,0,1
5281,5281,0,1,134,1,11111111,0,1
5282,5282,0,1,117,1,11111111,0,1
5283,5283,0,1,126,1,11111111,0,1
5284,5284,0,1,134,1,11111111,0,1
5285,5285,0,1,117,1,11111111,0,1
5286,5286,0,1,126,1,11111111,0,1
5287,5287,0,1,134,1,11111111,0,1
5288,5288,0,1,117,0,11111111,0,0
5289,5289,0,1,126,0,11111111,0,0
5290,5290,0,1,134,0,11111111,0,0
5291,5291,0,1,117,0,11111111,0,0
5292,5292,0,1,126,0,11111111,0,0
5293,5293,0,1,134,0,11111111,0,0
5294,5294,0,1,117,0,11111111,0,0
5295,5295,0,1,126,0,11111111,0,0
5296,5296,0,1,134,0,11111111,0,0
5297,5297,0,1,117,0,11111111,0,0
5298,5298,0,1,126,0,11111111,0,0
5299,5299,0,1,134,0,11111111,0,0
5300,5300,0,1,117,0,11111111,0,0
5301,5301,0,1,126,0,11111111,0,0
5302,5302,0,1,134,0,11111111,0,0
5303,5303,0,1,117,0,11111111,0,0
5304,5304,0,1,126,0,11111111,0,0
5305,5305,0,1,134,0,11111111,0,0
5306,5306,0,1,117,0,11111111,0,0
5307,5307,0,1,126,0,11111111,0,0
5308,5308,0,1,134,0,11111111,0,0
5309,5309,0,1,117,0,11111111,0,0
5310,5310,0,1,126,0,11111111,0,0
5311,5311,0,1,134,1,11111111,0,1
5312,5312,0,1,117,1,11111111,0,1
5313,5313,0,1,126,1,11111111,0,1
5314,5314,0,1,134,1,11111111,0,1
5315,5315,0,1,117,1,11111111,0,1
5316,5316,0,1,126,1,11111111,0,1
5317,5317,0,1,134,1,11111111,0,1
5318,5318,0,1,117,1,11111111,0,1
5319,5319,0,1,126,1,11111111,0,1
5320,5320,0,1,134,1,11111111,0,1
5321,5321,0,1,117,1,11111111,0,1
5322,5322,0,1,126,1,11111111,0,1
5323,5323,0,1,134,1,11111111,0,1
5324,5324,0,1,117,1,11111111,0,1
5325,5325,0,1,126,1,11111111,0,1
5326,5326,0,1,134,1,11111111,0,1
5327,5327,0,1,117,1,11111111,0,1
5328,5328,0,1,126,1,11111111,0,1
5329,5329,0,1,134,1,11111111,0,1
5330,5330,0,1,117,1,11111111,0,1
5331,5331,0,1,126,1,11111111,0,1
5332,5332,0,1,134,1,11111111,0,1
5333,5333,0,1,117,0,11111111,0,0
5334,5334,0,1,126,0,11111111,0,0
5335,5335,0,1,134,0,11111111,0,0
5336,5336,0,1,117,0,11111111,0,0
5337,5337,0,1,126,0,11111111,0,0
5338,5338,0,1,134,0,11111111,0,0
5339,5339,0,1,117,0,11111111,0,0
5340,5340,0,1,126,0,11111111,0,0
5341,5341,0,1,134,0,11111111,0,0
5342,5342,0,1,117,0,11111111,0,0
5343,5343,0,1,126,0,11111111,0,0
5344,5344,0,1,134,0,11111111,0,0
5345,5345,0,1,117,0,11111111,0,0
5346,5346,0,1,126,0,11111111,0,0
5347,5347,0,1,134,0,11111111,0,0
5348,5348,0,1,117,0,11111111,0,0
5349,5349,0,1,126,0,11111111,0,0
5350,5350,0,1,134,0,11111111,0,0
5351,5351,0,1,117,0,11111111,0,0
5352,5352,0,1,126,0,11111111,0,0
5353,5353,0,1,134,0,11111111,0,0
5354,5354,0,1,117,0,11111111,0,0
5355,5355,0,1,126,0,11111111,0,0
5356,5356,0,1,134,1,11111111,0,1
5357,5357,0,1,117,1,11111111,0,1
5358,5358,0,1,126,1,11111111,0,1
5359,5359,0,1,134,1,11111111,0,1
5360,5360,0,1,117,1,11111111,0,1
5361,5361,0,1,126,1,11111111,0,1
5362,5362,0,1,134,1,11111111,0,1
5363,5363,0,1,123,1,11111111,0,1
5364,5364,0,1,128,1,11111111,0,1
5365,5365,0,1,115,1,11111111,0,1
5366,5366,0,1,136,1,11111111,0,1
5367,5367,0,1,125,1,11111111,0,1
5368,5368,0,1,118,1,11111111,0,1
5369,5369,0,1,134,1,11111111,0,1
5370,5370,0,1,126,1,11111111,0,1
5371,5371,0,1,117,1,11111111,0,1
5372,5372,0,1,134,1,11111111,0,1
5373,5373,0,1,125,1,11111111,0,1
5374,5374,0,1,117,1,11111111,0,1
5375,5375,0,1,134,1,11111111,0,1
5376,5376,0,1,125,1,11111111,0,1
5377,5377,0,1,117,1,11111111,0,1
5378,5378,0,1,134,0,11111111,0,0
5379,5379,0,1,125,0,11111111,0,0
5380,5380,0,1,117,0,11111111,0,0
5381,5381,0,1,134,0,11111111,0,0
5382,5382,0,1,125,0,11111111,0,0
5383,5383,0,1,117,0,11111111,0,0
5384,5384,0,1,134,0,11111111,0,0
5385,5385,0,1,125,0,11111111,0,0
5386,5386,0,1,117,0,11111111,0,0
5387,5387,0,1,134,0,11111111,0,0
5388,5388,0,1,125,0,11111111,0,0
5389,5389,0,1,118,0,11111111,0,0
5390,5390,0,1,134,0,11111111,0,0
5391,5391,0,1,125,0,11111111,0,0
5392,5392,0,1,117,0,11111111,0,0
5393,5393,0,1,134,0,11111111,0,0
5394,5394,0,1,125,0,11111111,0,0
5395,5395,0,1,117,0,11111111,0,0
5396,5396,0,1,134,0,11111111,0,0
5397,5397,0,1,125,0,11111111,0,0
5398,5398,0,1,117,0,11111111,0,0
5399,5399,0,1,134,0,11111111,0,0
5400,5400,0,1,125,0,11111111,0,0
5401,5401,0,1,117,1,11111111,0,1
5402,5402,0,1,134,1,11111111,0,1
5403,5403,0,1,125,1,11111111,0,1
5404,5404,0,1,117,1,11111111,0,1
5405,5405,0,1,134,1,11111111,0,1
5406,5406,0,1,126,1,11111111,0,1
5407,5407,0,1,117,1,11111111,0,1
5408,5408,0,1,128,1,11111111,0,1
5409,5409,0,1,124,1,11111111,0,1
5410,5410,0,1,137,1,11111111,0,1
5411,5411,0,1,116,1,11111111,0,1
5412,5412,0,1,127,1,11111111,0,1
5413,5413,0,1,133,1,11111111,0,1
5414,5414,0,1,118,1,11111111,0,1
5415,5415,0,1,126,1,11111111,0,1
5416,5416,0,1,134,1,11111111,0,1
5417,5417,0,1,117,1,11111111,0,1
5418,5418,0,1,126,1,11111111,0,1
5419,5419,0,1,134,1,11111111,0,1
5420,5420,0,1,117,1,11111111,0,1
5421,5421,0,1,126,1,11111111,0,1
5422,5422,0,1,134,1,11111111,0,1
5423,5423,0,1,117,0,11111111,0,0
5424,5424,0,1,126,0,11111111,0,0
5425,5425,0,1,134,0,11111111,0,0
5426,5426,0,1,117,0,11111111,0,0
5427,5427,0,1,126,0,11111111,0,0
5428,5428,0,1,134,0,11111111,0,0
5429,5429,0,1,117,0,11111111,0,0
5430,5430,0,1,126,0,11111111,0,0
5431,5431,0,1,134,0,11111111,0,0
5432,5432,0,1,117,0,11111111,0,0
5433,5433,0,1,126,0,11111111,0,0
5434,5434,0,1,134,0,11111111,0,0
5435,5435,0,1,117,0,11111111,0,0
5436,5436,0,1,126,0,11111111,0,0
5437,5437,0,1,134,0,11111111,0,0
5438,5438,0,1,117,0,11111111,0,0
5439,5439,0,1,126,0,11111111,0,0
5440,5440,0,1,134,0,11111111,0,0
5441,5441,0,1,117,0,11111111,0,0
5442,5442,0,1,126,0,11111111,0,0
5443,5443,0,1,134,0,11111111,0,0
5444,5444,0,1,117,0,11111111,0,0
5445,5445,0,1,126,0,11111111,0,0
5446,5446,0,1,134,1,11111111,0,1
5447,5447,0,1,117,1,11111111,0,1
5448,5448,0,1,126,1,11111111,0,1
5449,5449,0,1,134,1,11111111,0,1
5450,5450,0,1,117,1,11111111,0,1
5451,5451,0,1,126,1,11111111,0,1
5452,5452,0,1,134,1,11111111,0,1
5453,5453,0,1,117,1,11111111,0,1
5454,5454,0,1,126,1,11111111,0,1
5455,5455,0,1,134,1,11111111,0,1
5456,5456,0,1,117,1,11111111,0,1
5457,5457,0,1,126,1,11111111,0,1
5458,5458,0,1,134,1,11111111,0,1
5459,5459,0,1,117,1,11111111,0,1
5460,5460,0,1,126,1,11111111,0,1
5461,5461,0,1,134,1,11111111,0,1
5462,5462,0,1,117,1,11111111,0,1
5463,5463,0,1,126,1,11111111,0,1
5464,5464,0,1,134,1,11111111,0,1
5465,5465,0,1,117,1,11111111,0,1
5466,5466,0,1,126,1,11111111,0,1
5467,5467,0,1,134,1,11111111,0,1
5468,5468,0,1,117,0,11111111,0,0
5469,5469,0,1,126,0,11111111,0,0
5470,5470,0,1,134,0,11111111,0,0
5471,5471,0,1,117,0,11111111,0,0
5472,5472,0,1,126,0,11111111,0,0
5473,5473,0,1,134,0,11111111,0,0
5474,5474,0,1,117,0,11111111,0,0
5475,5475,0,1,126,0,11111111,0,0
5476,5476,0,1,134,0,11111111,0,0
5477,5477,0,1,117,0,11111111,0,0
5478,5478,0,1,126,0,11111111,0,0
5479,5479,0,1,134,0,11111111,0,0
5480,5480,0,1,117,0,11111111,0,0
5481,5481,0,1,126,0,11111111,0,0
5482,5482,0,1,134,0,11111111,0,0
5483,5483,0,1,117,0,11111111,0,0
5484,5484,0,1,126,0,11111111,0,0
5485,5485,0,1,134,0,11111111,0,0
5486,5486,0,1,117,0,11111111,0,0
5487,5487,0,1,126,0,11111111,0,0
5488,5488,0,1,134,0,11111111,0,0
5489,5489,0,1,117,0,11111111,0,0
5490,5490,0,1,126,0,11111111,0,0
5491,5491,0,1,134,1,11111111,0,1
5492,5492,0,1,117,1,11111111,0,1
5493,5493,0,1,126,1,11111111,0,1
5494,5494,0,1,134,1,11111111,0,1
5495,5495,0,1,117,1,11111111,0,1
5496,5496,0,1,126,1,11111111,0,1
5497,5497,0,1,134,1,11111111,0,1
5498,5498,0,1,117,1,11111111,0,1
5499,5499,0,1,126,1,11111111,0,1
5500,5500,0,1,134,1,11111111,0,1
5501,5501,0,1,117,1,11111111,0,1
5502,5502,0,1,126,1,11111111,0,1
5503,5503,0,1,134,1,11111111,0,1
5504,5504,0,1,117,1,11111111,0,1
5505,5505,0,1,126,1,11111111,0,1
5506,5506,0,1,134,1,11111111,0,1
5507,5507,0,1,117,1,11111111,0,1
5508,5508,0,1,126,1,11111111,0,1
5509,5509,0,1,134,1,11111111,0,1
5510,5510,0,1,117,1,11111111,0,1
5511,5511,0,1,126,1,11111111,0,1
5512,5512,0,1,134,1,11111111,0,1
5513,5513,0,1,117,0,11111111,0,0
5514,5514,0,1,126,0,11111111,0,0
5515,5515,0,1,134,0,11111111,0,0
5516,5516,0,1,117,0,11111111,0,0
5517,5517,0,1,126,0,11111111,0,0
5518,5518,0,1,134,0,11111111,0,0
5519,5519,0,1,117,0,11111111,0,0
5520,5520,0,1,126,0,11111111,0,0
5521,5521,0,1,134,0,11111111,0,0
5522,5522,0,1,117,0,11111111,0,0
5523,5523,0,1,126,0,11111111,0,0
5524,5524,0,1,134,0,11111111,0,0
5525,5525,0,1,117,0,11111111,0,0
5526,5526,0,1,126,0,11111111,0,0
5527,5527,0,1,134,0,11111111,0,0
5528,5528,0,1,117,0,11111111,0,0
5529,5529,0,1,126,0,11111111,0,0
5530,5530,0,1,134,0,11111111,0,0
5531,5531,0,1,117,0,11111111,0,0
5532,5532,0,1,126,0,11111111,0,0
5533,5533,0,1,134,0,11111111,0,0
5534,5534,0,1,117,0,11111111,0,0
5535,5535,0,1,126,0,11111111,0,0
5536,5536,0,1,134,1,00010011,0,1
5537,5537,0,1,117,1,00010011,0,1
5538,5538,0,1,126,1,00010011,0,1
5539,5539,0,1,134,1,00010011,0,1
5540,5540,0,1,117,1,00010011,0,1
5541,5541,0,1,126,1,00010011,0,1
5542,5542,0,1,134,1,00010011,0,1
5543,5543,0,1,123,1,00010011,0,1
5544,5544,0,1,128,1,00010011,0,1
5545,5545,0,1,114,1,00010011,0,1
5546,5546,0,1,136,1,00010011,0,1
5547,5547,0,1,125,1,00010011,0,1
5548,5548,0,1,118,1,00010011,0,1
5549,5549,0,1,134,1,00010011,0,1
5550,5550,0,1,126,1,00010011,0,1
5551,5551,0,1,117,1,00010011,0,1
5552,5552,0,1,134,1,00010011,0,1
5553,5553,0,1,126,1,00010011,0,1
5554,5554,0,1,117,1,00010011,0,1
5555,5555,0,1,134,1,00010011,0,1
5556,5556,0,1,126,1,00010011,0,1
5557,5557,0,1,117,1,00010011,0,1
5558,5558,0,1,134,0,00010011,0,0
5559,5559,0,1,125,0,00010011,0,0
5560,5560,0,1,117,0,00010011,0,0
5561,5561,0,1,134,0,00010011,0,0
5562,5562,0,1,125,0,00010011,0,0
5563,5563,0,1,117,0,00010011,0,0
5564,5564,0,1,134,0,00010011,0,0
5565,5565,0,1,126,0,00010011,0,0
5566,5566,0,1,117,0,00010011,0,0
5567,5567,0,1,134,0,00010011,0,0
5568,5568,0,1,125,0,00010011,0,0
5569,5569,0,1,117,0,00010011,0,0
5570,5570,0,1,134,0,00010011,0,0
5571,5571,0,1,126,0,00010011,0,0
5572,5572,0,1,118,0,00010011,0,0
5573,5573,0,1,134,0,00010011,0,0
5574,5574,0,1,125,0,00010011,0,0
5575,5575,0,1,117,0,00010011,0,0
5576,5576,0,1,134,0,00010011,0,0
5577,5577,0,1,126,0,00010011,0,0
5578,5578,0,1,117,0,00010011,0,0
5579,5579,0,1,134,0,00010011,0,0
5580,5580,0,1,125,0,00010011,0,0
5581,5581,0,1,117,1,00010011,0,1
5582,5582,0,1,134,1,00010011,0,1
5583,5583,0,1,126,1,00010011,0,1
5584,5584,0,1,117,1,00010011,0,1
5585,5585,0,1,134,1,00010011,0,1
5586,5586,0,1,126,1,00010011,0,1
5587,5587,0,1,117,1,00010011,0,1
5588,5588,0,1,134,1,00010011,0,1
5589,5589,0,1,125,1,00010011,0,1
5590,5590,0,1,117,1,00010011,0,1
5591,5591,0,1,134,1,00010011,0,1
5592,5592,0,1,125,1,00010011,0,1
5593,5593,0,1,117,1,00010011,0,1
5594,5594,0,1,134,1,00010011,0,1
5595,5595,0,1,125,1,00010011,0,1
5596,5596,0,1,117,1,00010011,0,1
5597,5597,0,1,134,1,00010011,0,1
5598,5598,0,1,126,1,00010011,0,1
5599,5599,0,1,117,1,00010011,0,1
5600,5600,0,1,134,1,00010011,0,1
5601,5601,0,1,125,1,00010011,0,1
5602,5602,0,1,117,1,00010011,0,1
5603,5603,0,1,134,0,00010011,0,0
5604,5604,0,1,125,0,00010011,0,0
5605,5605,0,1,117,0,00010011,0,0
5606,5606,0,1,134,0,00010011,0,0
5607,5607,0,1,125,0,00010011,0,0
5608,5608,0,1,117,0,00010011,0,0
5609,5609,0,1,134,0,00010011,0,0
5610,5610,0,1,126,0,00010011,0,0
5611,5611,0,1,117,0,00010011,0,0
5612,5612,0,1,134,0,00010011,0,0
5613,5613,0,1,125,0,00010011,0,0
5614,5614,0,1,117,0,00010011,0,0
5615,5615,0,1,134,0,00010011,0,0
5616,5616,0,1,125,0,00010011,0,0
5617,5617,0,1,117,0,00010011,0,0
5618,5618,0,1,134,0,00010011,0,0
5619,5619,0,1,125,0,00010011,0,0
5620,5620,0,1,117,0,00010011,0,0
5621,5621,0,1,134,0,00010011,0,0
5622,5622,0,1,125,0,00010011,0,0
5623,5623,0,1,117,0,00010011,0,0
5624,5624,0,1,134,0,00010011,0,0
5625,5625,0,1,125,0,00010011,0,0
5626,5626,0,1,117,1,00010011,0,1
5627,5627,0,1,134,1,00010011,0,1
5628,5628,0,1,125,1,00010011,0,1
5629,5629,0,1,117,1,00010011,0,1
5630,5630,0,1,134,1,00010011,0,1
5631,5631,0,1,125,1,00010011,0,1
5632,5632,0,1,117,1,00010011,0,1
5633,5633,0,1,134,1,00010011,0,1
5634,5634,0,1,125,1,00010011,0,1
5635,5635,0,1,117,1,00010011,0,1
5636,5636,0,1,134,1,00010011,0,1
5637,5637,0,1,125,1,00010011,0,1
5638,5638,0,1,117,1,00010011,0,1
5639,5639,0,1,134,1,00010011,0,1
5640,5640,0,1,125,1,00010011,0,1
5641,5641,0,1,117,1,00010011,0,1
5642,5642,0,1,134,1,00010011,0,1
5643,5643,0,1,125,1,00010011,0,1
5644,5644,0,1,117,1,00010011,0,1
5645,5645,0,1,134,1,00010011,0,1
5646,5646,0,1,125,1,00010011,0,1
5647,5647,0,1,117,1,00010011,0,1
5648,5648,0,1,134,0,00010011,0,0
5649,5649,0,1,125,0,00010011,0,0
5650,5650,0,1,117,0,00010011,0,0
5651,5651,0,1,134,0,00010011,0,0
5652,5652,0,1,125,0,00010011,0,0
5653,5653,0,1,118,0,00010011,0,0
5654,5654,0,1,134,0,00010011,0,0
5655,5655,0,1,125,0,00010011,0,0
5656,5656,0,1,117,0,00010011,0,0
5657,5657,0,1,134,0,00010011,0,0
5658,5658,0,1,125,0,00010011,0,0
5659,5659,0,1,117,0,00010011,0,0
5660,5660,0,1,134,0,00010011,0,0
5661,5661,0,1,125,0,00010011,0,0
5662,5662,0,1,117,0,00010011,0,0
5663,5663,0,1,134,0,00010011,0,0
5664,5664,0,1,125,0,00010011,0,0
5665,5665,0,1,117,0,00010011,0,0
5666,5666,0,1,134,0,00010011,0,0
5667,5667,0,1,125,0,00010011,0,0
5668,5668,0,1,117,0,00010011,0,0
5669,5669,0,1,134,0,00010011,0,0
5670,5670,0,1,125,0,00010011,0,0
5671,5671,0,1,117,1,00010011,0,1
5672,5672,0,1,134,1,00010011,0,1
5673,5673,0,1,125,1,00010011,0,1
5674,5674,0,1,117,1,00010011,0,1
5675,5675,0,1,134,1,00010011,0,1
5676,5676,0,1,125,1,00010011,0,1
5677,5677,0,1,117,1,00010011,0,1
5678,5678,0,1,134,1,00010011,0,1
5679,5679,0,1,126,1,00010011,0,1
5680,5680,0,1,117,1,00010011,0,1
5681,5681,0,1,134,1,00010011,0,1
5682,5682,0,1,125,1,00010011,0,1
5683,5683,0,1,117,1,00010011,0,1
5684,5684,0,1,134,1,00010011,0,1
5685,5685,0,1,125,1,00010011,0,1
5686,5686,0,1,117,1,00010011,0,1
5687,5687,0,1,134,1,00010011,0,1
5688,5688,0,1,125,1,00010011,0,1
5689,5689,0,1,117,1,00010011,0,1
5690,5690,0,1,134,1,00010011,0,1
5691,5691,0,1,125,1,00010011,0,1
5692,5692,0,1,117,1,00010011,0,1
5693,5693,0,1,134,0,00010011,0,0
5694,5694,0,1,125,0,00010011,0,0
5695,5695,0,1,117,0,00010011,0,0
5696,5696,0,1,134,0,00010011,0,0
5697,5697,0,1,125,0,00010011,0,0
5698,5698,0,1,117,0,00010011,0,0
5699,5699,0,1,134,0,00010011,0,0
5700,5700,0,1,125,0,00010011,0,0
5701,5701,0,1,117,0,00010011,0,0
5702,5702,0,1,134,0,00010011,0,0
5703,5703,0,1,125,0,00010011,0,0
